FUND,Broker Code,BROKER,CAXTON_BROKER_NAME,CSA_TYPE,ACCOUNT,Instrument Type,INST_TYPE_GROUP,DESCRIPTION,TICKER,ISIN,SEDOL,CUSIP,Trade Id,Trade Date,Settle Date,B/S, QUANTITY , Agency , Principal ,PRICE,CURRENCY,FX Spot Rate, COMMISSION ,Rate, Credit 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQSWP,Cash Equity,PEARSON ORD. SWAP,PSON LN,,,S-0677608,25318838,7/30/22,8/3/22,B,"129,000","129,000", -   ,8.695879,GBP,1.3891,"$1,246.59 ",0.0008,$934.94 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQSWP,Cash Equity,REED ELSEVIER PLC,REL LN,,,S-B2B0DG9,25318310,7/30/22,8/3/22,S,"51,400","51,400", -   ,21.008745,GBP,1.3891,"$1,200.02 ",0.0008,$900.02 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQSWP,Cash Equity,S.O.I.T.E.C.,SOI FP,,,S-BZ6T5C2,25317977,7/30/22,8/3/22,S,"2,100","2,100", -   ,202.5258,EU,1.18555,$403.37 ,0.0008,$302.53 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQSWP,Cash Equity,SCOTTISH & SOUTHERN,SSE LN,,,S-0790873,25318335,7/30/22,8/3/22,B,"125,000","125,000", -   ,14.569704,GBP,1.3891,"$2,023.88 ",0.0008,"$1,517.91 "
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,ASML HOLDING N.V.,ASML NA,NL0010273215,B929F46,,25302651,7/16/22,7/20/22,S,"3,500","3,500", -   ,592.4326,EU,1.18075,"$3,672.45 ",0.0015,"$1,713.81 "
QM,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25302330,7/16/22,7/20/22,S,"105,000","105,000", -   ,71.7084,EU,1.18075,"$13,335.47 ",0.0015,"$6,223.22 "
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,LONZA GROUP AG,LONN SW,CH0013841017,7333378,,25302344,7/16/22,7/20/22,S,"3,500","3,500", -   ,651.9846,SWF,0.9197,"$3,721.78 ",0.0015,"$1,736.83 "
QM,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,VOLKSWAGEN AG,VOW3 GY,DE0007664039,5497168,,25301879,7/16/22,7/20/22,S,"36,040","36,040", -   ,208.0858,EU,1.18075,"$13,282.40 ",0.0015,"$6,198.45 "
QM,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25303640,7/19/22,7/21/22,S,"1,000,000","1,000,000", -   ,4.4566,EU,1.17925,"$7,883.17 ",0.0015,"$3,678.81 "
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,EOG RESOURCES INC,EOG,,2318024,26875P101,25302787,7/19/22,7/21/22,S,"1,000","1,000", -   ,72.0765,USD,1,$30.00 ,0.03,$26.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,HOLLYFRONTIER CORP,HFC,,B5VX1H6,436106108,25302980,7/19/22,7/21/22,S,"2,500","2,500", -   ,27.292,USD,1,$75.00 ,0.03,$65.00 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,LONZA GROUP AG,LONN SW,CH0013841017,7333378,,25303836,7/19/22,7/21/22,S,"1,750","1,750", -   ,654,SWF,0.918,"$1,870.10 ",0.0015,$872.71 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,VALERO ENERGY CORP,VLO,,2041364,91913Y100,25302992,7/19/22,7/21/22,S,"1,200","1,200", -   ,60.8017,USD,1,$36.00 ,0.03,$31.20 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,EXXON-MOBIL CORP,XOM,,,30231G102,25304234,7/19/22,7/21/22,S,"1,400","1,400", -   ,55.5514,USD,1,$42.00 ,0.03,$36.40 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,ADOBE SYSTEMS INC,ADBE,,2008154,00724F101,25304491,7/20/22,7/22/22,B,"6,600","6,600", -   ,611.6247,USD,1,$198.00 ,0.03,$171.60 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,EOG RESOURCES INC,EOG,,2318024,26875P101,25304718,7/20/22,7/22/22,B,600,600, -   ,71.8983,USD,1,$18.00 ,0.03,$15.60 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,OCCIDENTAL PETROLEUM,OXY,,2655408,674599105,25304721,7/20/22,7/22/22,B,"4,000","4,000", -   ,25.288,USD,1,$120.00 ,0.03,$104.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25304943,7/20/22,7/22/22,B,"8,000","8,000", -   ,9.7824,USD,1,$240.00 ,0.03,$208.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,VALERO ENERGY CORP,VLO,,2041364,91913Y100,25305523,7/20/22,7/22/22,B,500,500, -   ,61.715,USD,1,$15.00 ,0.03,$13.00 
QM,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25306345,7/21/22,7/23/22,S,"407,287","407,287", -   ,4.4,EU,1.17985,"$3,171.54 ",0.0015,"$1,480.05 "
QM,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25306117,7/21/22,7/23/22,S,"1,500,000","1,500,000", -   ,4.4007,EU,1.17985,"$11,682.38 ",0.0015,"$5,451.78 "
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,EXXON-MOBIL CORP,XOM,,,30231G102,25307369,7/21/22,7/23/22,B,800,800, -   ,57.24,USD,1,$24.00 ,0.03,$20.80 
QM,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,VOLKSWAGEN AG,VOW3 GY,DE0007664039,5497168,,25310088,7/23/22,7/27/22,B,"3,750","3,750", -   ,208.625,EU,1.17725,"$1,381.53 ",0.0015,$644.71 
QM,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,VOLKSWAGEN AG,VOW3 GY,DE0007664039,5497168,,25310264,7/23/22,7/27/22,B,"10,487","10,487", -   ,207.8,EU,1.17725,"$3,848.19 ",0.0015,"$1,795.82 "
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,AMAZON.COM INC,AMZN,,2000019,23135106,25311171,7/26/22,7/28/22,S,700,700, -   ,3693.7867,USD,1,$21.00 ,0.03,$18.20 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,ALPHABET INC-CL A,GOOGL,,BYVY8G0,02079K305,25311678,7/26/22,7/28/22,S,900,900, -   ,2665.2312,USD,1,$27.00 ,0.03,$23.40 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,MICROSOFT CORP,MSFT,,2588173,594918104,25311333,7/26/22,7/28/22,S,"8,600","8,600", -   ,288.3953,USD,1,$258.00 ,0.03,$223.60 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,ANALOG DEVICES,ADI,,2032067,32654105,25314943,7/28/22,7/30/22,S,"18,900","18,900", -   ,163.9993,USD,1,$567.00 ,0.03,$491.40 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,PAYPAL INC,PYPL,,BYW36M8,70450Y103,25314018,7/28/22,7/30/22,S,"17,500","17,500", -   ,300.8268,USD,1,$525.00 ,0.03,$455.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,AMAZON.COM INC,AMZN,,2000019,23135106,25316978,7/29/22,8/2/22,S,"1,400","1,400", -   ,3605.1498,USD,1,$42.00 ,0.03,$36.40 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,MASTERCARD CLASS A,MA,,B121557,57636Q104,25317212,7/29/22,8/2/22,S,"12,700","12,700", -   ,390.8609,USD,1,$381.00 ,0.03,$330.20 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,PEARSON ORD. SWAP,PSON LN,,,S-0677608,25316311,7/29/22,8/2/22,B,"128,900","128,900", -   ,8.43257,GBP,1.3968,"$1,214.62 ",0.0008,$910.97 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,AMADEUS IT HOLDINGS SA-A SHS,AMS SM,,,S-B3MSM28,25318677,7/30/22,8/3/22,S,"65,763","65,763", -   ,55.9503,EU,1.18555,"$3,489.75 ",0.0008,"$2,617.31 "
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,MASTERCARD CLASS A,MA,,B121557,57636Q104,25318490,7/30/22,8/3/22,S,"15,030","15,030", -   ,385.0631,USD,1,$450.90 ,0.03,$390.78 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,MICROSOFT CORP,MSFT,,2588173,594918104,25317803,7/30/22,8/3/22,S,100,100, -   ,284.79,USD,1,$3.00 ,0.03,$2.60 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,PINTEREST INC- CLASS A,PINS,,BJ2Z0H2,72352L106,25318309,7/30/22,8/3/22,B,"13,500","13,500", -   ,58.7549,USD,1,$405.00 ,0.03,$351.00 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25301602,7/16/22,7/20/22,B,"1,000","1,000", -   ,72.4,EU,1.18075,$68.39 ,0.0008,$51.29 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25302646,7/16/22,7/20/22,B,"2,700","2,700", -   ,71.68,EU,1.18075,$182.82 ,0.0008,$137.12 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25302224,7/16/22,7/20/22,B,"40,000","40,000", -   ,3.1573,GBP,1.3768,$139.10 ,0.0008,$104.33 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25301927,7/16/22,7/20/22,B,"100,000","100,000", -   ,3.084028,GBP,1.3768,$339.68 ,0.0008,$254.76 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25301779,7/16/22,7/20/22,B,"160,000","160,000", -   ,3.1125,GBP,1.3768,$548.52 ,0.0008,$411.39 
QM,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,SCOTTISH & SOUTHERN,SSE LN,,,S-0790873,25302032,7/16/22,7/20/22,S,"229,445", -   ,"229,445",15.158884,GBP,1.3768,"$3,830.95 ",0.0008, $-   
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25303216,7/19/22,7/21/22,B,"1,800","1,800", -   ,69.69,EU,1.17925,$118.34 ,0.0008,$88.76 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25303409,7/19/22,7/21/22,B,"2,800","2,800", -   ,69.14,EU,1.17925,$182.63 ,0.0008,$136.97 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25303662,7/19/22,7/21/22,B,"40,000","40,000", -   ,2.9755,GBP,1.3656,$130.03 ,0.0008,$97.52 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25303467,7/19/22,7/21/22,B,"75,000","75,000", -   ,2.947406,GBP,1.3656,$241.49 ,0.0008,$181.12 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25305738,7/20/22,7/22/22,S,"1,900","1,900", -   ,70.24,EU,1.17825,$125.79 ,0.0008,$94.34 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25305871,7/20/22,7/22/22,S,"20,000","20,000", -   ,3.025664,GBP,1.3628,$65.97 ,0.0008,$49.48 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25305673,7/20/22,7/22/22,S,"20,000","20,000", -   ,3.0115,GBP,1.3628,$65.66 ,0.0008,$49.25 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25307864,7/21/22,7/23/22,S,900,900, -   ,70.84,EU,1.17985,$60.17 ,0.0008,$45.13 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25307764,7/21/22,7/23/22,S,"40,000","40,000", -   ,3.137857,GBP,1.3716,$137.72 ,0.0008,$103.29 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25306092,7/21/22,7/23/22,S,"40,000","40,000", -   ,3.136,GBP,1.3716,$137.64 ,0.0008,$103.23 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25307076,7/21/22,7/23/22,S,"55,000","55,000", -   ,3.117,GBP,1.3716,$188.11 ,0.0008,$141.08 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25308083,7/22/22,7/26/22,S,900,900, -   ,71.4878,EU,1.17725,$60.59 ,0.0008,$45.44 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25308503,7/22/22,7/26/22,B,"20,000","20,000", -   ,3.12696,GBP,1.3775,$68.92 ,0.0008,$51.69 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25310446,7/23/22,7/27/22,S,"2,000","2,000", -   ,74.8576,EU,1.17725,$141.00 ,0.0008,$105.75 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25309714,7/23/22,7/27/22,S,"2,500","2,500", -   ,73.6211,EU,1.17725,$173.34 ,0.0008,$130.01 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25310447,7/23/22,7/27/22,S,"3,300","3,300", -   ,75.401,EU,1.17725,$234.34 ,0.0008,$175.76 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25310778,7/23/22,7/27/22,S,"40,000","40,000", -   ,3.157023,GBP,1.3752,$138.92 ,0.0008,$104.19 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25312872,7/27/22,7/29/22,B,"2,300","2,300", -   ,74.3,EU,1.18235,$161.64 ,0.0008,$121.23 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25313659,7/27/22,7/29/22,B,"30,000","30,000", -   ,3.211171,GBP,1.3886,$107.02 ,0.0008,$80.27 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25312896,7/27/22,7/29/22,B,"30,000","30,000", -   ,3.2315,GBP,1.3886,$107.70 ,0.0008,$80.78 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25314244,7/28/22,7/30/22,S,"20,000","20,000", -   ,3.2425,GBP,1.3903,$72.13 ,0.0008,$54.10 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25315410,7/28/22,7/30/22,S,"60,000","60,000", -   ,3.268,GBP,1.3903,$218.08 ,0.0008,$163.56 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25317250,7/29/22,8/2/22,S,"1,300","1,300", -   ,75.66,EU,1.18935,$93.59 ,0.0008,$70.19 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25316573,7/29/22,8/2/22,S,"2,000","2,000", -   ,76.03,EU,1.18935,$144.68 ,0.0008,$108.51 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25316295,7/29/22,8/2/22,S,"30,000","30,000", -   ,3.2965,GBP,1.3968,$110.51 ,0.0008,$82.88 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25318307,7/30/22,8/3/22,B,500,453,47,75.26,EU,1.18555,$35.69 ,0.0008,$24.25 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25318487,7/30/22,8/3/22,B,"1,000","1,000", -   ,75.053,EU,1.18555,$71.18 ,0.0008,$53.39 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25317828,7/30/22,8/3/22,B,"40,000","40,000", -   ,3.23681,GBP,1.3891,$143.88 ,0.0008,$107.91 
CI,GSAG,Goldman Sachs,Goldman Sachs,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25318866,7/30/22,8/3/22,B,"45,000","45,000", -   ,3.224,GBP,1.3891,$161.22 ,0.0008,$120.92 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25301748,7/16/22,7/20/22,S,"20,000","20,000", -   ,71.6816,EU,1.18075,"$1,354.21 ",0.0008,"$1,015.66 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25301595,7/16/22,7/20/22,S,"1,362,591","1,362,591", -   ,4.5967,EU,1.18075,"$5,916.43 ",0.0008,"$4,437.32 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,KINGSPAN GROUP PLC,KSP ID,,,S-4491235,25302641,7/16/22,7/20/22,S,"14,636","14,636", -   ,84.8034,EU,1.18075,"$1,172.43 ",0.0008,$879.32 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ORSTED A/S,ORSTED DC,DK0060094928,BYT16L4,,25302481,7/16/22,7/20/22,S,"83,205","83,205", -   ,919.8,DDK,6.29885,"$9,720.12 ",0.0008,"$7,290.09 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SUNRUN INC,RUN,,BYXB1Y8,86771W105,25301887,7/16/22,7/20/22,S,"54,763","54,763", -   ,47.2735,USD,1,"$1,642.89 ",0.03,"$1,423.84 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SUNRUN INC,RUN,,BYXB1Y8,86771W105,25302030,7/16/22,7/20/22,S,"80,947","80,947", -   ,46.8481,USD,1,"$2,428.41 ",0.03,"$2,104.62 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,RWE AG,RWE GY,DE0007037129,4768962,,25301737,7/16/22,7/20/22,S,"163,374","163,374", -   ,30.2089,EU,1.18075,"$4,661.93 ",0.0008,"$3,496.45 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,TESLA MOTORS INC,TSLA,,B616C79,88160R101,25301615,7/16/22,7/20/22,S,"38,382","38,382", -   ,645.9406,USD,1,"$1,151.46 ",0.03,$997.93 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,VESTAS WIND SYSTEMS,VWS DC,DK0061539921,BN4MYF5,,25301880,7/16/22,7/20/22,S,"150,113","150,113", -   ,227,DDK,6.29885,"$4,327.86 ",0.0008,"$3,245.90 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25304055,7/19/22,7/21/22,S,"20,519","20,519", -   ,4.5683,EU,1.17925,$88.43 ,0.0008,$66.32 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,INTL BUSINESS MACH,IBM,,2005973,459200101,25304253,7/19/22,7/21/22,B,303,303, -   ,137.6501,USD,1,$9.09 ,0.03,$7.88 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,KINGSPAN GROUP PLC,KSP ID,,,S-4491235,25303619,7/19/22,7/21/22,S,"6,081","6,081", -   ,83.2846,EU,1.17925,$477.78 ,0.0008,$358.34 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25302981,7/19/22,7/21/22,S,"10,000","10,000", -   ,9.549,USD,1,$300.00 ,0.03,$260.00 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,RWE AG,RWE GY,DE0007037129,4768962,,25303422,7/19/22,7/21/22,S,"392,285","392,285", -   ,29.3444,EU,1.17925,"$10,859.82 ",0.0008,"$8,144.87 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,SCOTTISH & SOUTHERN,SSE LN,,,S-0790873,25303828,7/19/22,7/21/22,S,"10,606","10,606", -   ,15.042872,GBP,1.3656,$174.31 ,0.0008,$130.73 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,VESTAS WIND SYSTEMS,VWS DC,DK0061539921,BN4MYF5,,25303242,7/19/22,7/21/22,S,"49,319","49,319", -   ,220.9766,DDK,6.30625,"$1,382.55 ",0.0008,"$1,036.91 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,VESTAS WIND SYSTEMS,VWS DC,DK0061539921,BN4MYF5,,25303004,7/19/22,7/21/22,S,"150,000","150,000", -   ,221.6542,DDK,6.30625,"$4,217.80 ",0.0008,"$3,163.35 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,EOG RESOURCES INC,EOG,,2318024,26875P101,25307746,7/21/22,7/23/22,S,300,300, -   ,74.0452,USD,1,$9.00 ,0.03,$7.80 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,OCCIDENTAL PETROLEUM,OXY,,2655408,674599105,25306073,7/21/22,7/23/22,S,"2,000","2,000", -   ,27.1363,USD,1,$60.00 ,0.03,$52.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25306552,7/21/22,7/23/22,S,"9,000","9,000", -   ,10.4667,USD,1,$270.00 ,0.03,$234.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,INFORMA GROUP PLC SW,INF LN,,,S-BMJ6DW5,25309450,7/22/22,7/26/22,S,"156,187","156,187", -   ,4.992135,GBP,1.3775,$859.24 ,0.0008,$644.43 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,ETF,Cash Equity,INVESCO QQQ TRUST SERIES 1,QQQ,,BDQYP67,4.61E+107,25308423,7/22/22,7/26/22,B,101,101, -   ,361.86,USD,1,$3.03 ,0.03,$2.63 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,S.O.I.T.E.C.,SOI FP,,,S-BZ6T5C2,25308844,7/22/22,7/26/22,S,"4,300","4,300", -   ,193.9972,EU,1.17725,$785.64 ,0.0008,$589.23 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,TPI COMPOSITES INC,TPIC,,BYYGK12,87266J104,25309252,7/22/22,7/26/22,S,123,123, -   ,42.77,USD,1,$3.69 ,0.03,$3.20 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,AMAZON.COM INC,AMZN,,2000019,23135106,25310215,7/23/22,7/27/22,S,457,457, -   ,3647.7271,USD,1,$13.71 ,0.03,$11.88 
